"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Longitude of GEO (degrees),Perigee,Apogee,Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Year of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
Iridium Next SV 118,NR,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,608,625,1.22E-03,86.6,97,860,6/25/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 119,NR (3/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,610,626,1.14E-03,86.6,97,860,10/9/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 120,NR,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,607,624,1.22E-03,86.6,97,860,6/25/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 121,NR,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,608,625,1.22E-03,86.6,97,860,6/25/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 122,NR (3/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,611,626,1.07E-03,86.6,97,860,10/9/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 123,NR,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,607,624,1.22E-03,86.6,97,860,6/25/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 124,NR,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,608,625,1.22E-03,86.6,97,860,6/25/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 125,NR (3/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,609,626,1.22E-03,86.6,97,860,10/9/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 126,NR,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,606,623,1.22E-03,86.6,97,860,6/25/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 127,NR (3/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,611,626,1.07E-03,86.6,97,860,10/9/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 128,NR,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,609,625,1.14E-03,86.6,97,860,6/25/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 129,NR (3/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,611,626,1.07E-03,86.6,97,860,10/9/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 130,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,611,626,1.07E-03,86.7,97,860,12/23/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 131,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,611,626,1.07E-03,86.7,97,860,12/23/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 132,NR (3/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,609,626,1.22E-03,86.6,97,860,10/9/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 133,NR (3/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,622,635,9.29E-04,86.6,97.2,860,10/9/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 134,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,610,626,1.14E-03,86.7,97,860,12/23/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 135,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,610,626,1.14E-03,86.7,97,860,12/23/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 136,NR (3/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,609,626,1.22E-03,86.6,97,860,10/9/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 138,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,609,626,1.22E-03,86.7,97,860,12/23/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 139,NR (3/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,609,626,1.22E-03,86.6,97,860,10/9/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 141,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,609,625,1.14E-03,86.7,97,860,12/23/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 143,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,608,626,1.29E-03,86.6,97,860,3/30/2018,2018,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 145,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,607,626,1.36E-03,86.6,97,860,3/30/2018,2018,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 146,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,608,627,1.36E-03,86.6,97,860,3/30/2018,2018,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 148,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,606,625,1.36E-03,86.6,97,860,3/30/2018,2018,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 149,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,608,626,1.29E-03,86.6,97,860,3/30/2018,2018,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 150,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,606,626,1.43E-03,86.6,97,860,3/30/2018,2018,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 151,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,609,625,1.14E-03,86.7,97,860,12/23/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 153,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,609,625,1.14E-03,86.7,97,860,12/23/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridum Next SV 137,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,609,626,1.22E-03,86.7,97,860,12/23/2017,2017,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridum Next SV 140,NR (5/18),USA,"Iridium Communications, Inc.",Government/Commercial,Communications,LEO,0,607,626,1.36E-03,86.6,97,860,3/30/2018,2018,15,Thales Alenia Space/Orbital ATK,France/Italy/USA,Vandenberg AFB,Falcon 9
IRIS (Interface Region Imaging Spectrometer),USA,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,LEO,0,620,664,3.14E-03,97.9,97.5,236,6/28/2013,2013,2,Lockheed Martin Space Systems Advanced Technology Center (ATC),USA,Vandenberg AFB,L1011
IRNSS-1A (Indian Regional Navigation Satellite System),India,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,55,35712,35872,1.90E-03,27.1,1436,1425,7/1/2013,2013,12,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV
IRNSS-1B (Indian Regional Navigation Satellite System),India,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,55,35695,35880,2.19E-03,30.97,1436.14,1432,4/4/2014,2014,12,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV
IRNSS-1C (Indian Regional Navigation Satellite System),NR,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,83,35690,35871,2.15E-03,4.96,1435.8,1425,10/15/2014,2014,12,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV-XL
IRNSS-1D (Indian Regional Navigation Satellite System),NR,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,111.7,35699,35834,1.60E-03,30.04,1435.06,1425,3/30/2015,2015,12,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV-C27
IRNSS-1E (Indian Regional Navigation Satellite System),NR,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,111.7,35695,35874,2.12E-03,28.09,1436.01,1425,1/20/2016,2016,12,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV-XL
IRNSS-1F (Indian Regional Navigation Satellite System),India,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,32.5,35700,35874,2.06E-03,5.09,1436.13,1425,3/10/2016,2016,12,IRSO Satellite Center,India,Satish Dhawan Space Centre,PSLV-XL
IRNSS-1G (Indian Regional Navigation Satellite System),India,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,129.5,35774,35797,2.73E-04,5.06,1436.05,1425,4/28/2016,2016,12,IRSO Satellite Center,India,Satish Dhawan Space Centre,PSLV
IRNSS-1I (Indian Regional Navigation Satellite System),NR (5/18),India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,GEO,55,35702,35872,2.02E-03,28.5,1436.1,1425,4/11/2018,2018,10,IRSO Satellite Center,India,Satish Dhawan Space Centre,PSLV
IRS-P6 (Resourcesat-1) ,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,0,817,823,4.17E-04,98.8,101.3,1360,10/17/2003,2003,5,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV C5
ITF-2 (Tsukuba Oscar 89),NR,Japan,University of Tsukuba,Civil,Communications,LEO,0,397,408,8.12E-04,51.6,92.6,1,1/16/2017,2017,,University of Tsukuba Satellite Project,Japan,International Space Station,J-SSOD Deployer
ITU-pSAT1 (Istanbul Technical University Picosat-1),NR,Turkey,ITU Space Systems Design & Test Laboratory,Civil,Technology Development,LEO,0,710,721,7.76E-04,98.4,99.1,1,9/23/2009,2009,1,ITU Space Systems Design & Test Laboratory,Turkey,Satish Dhawan Space Centre,PSLV
Jason 2 ,France,USA/France,National Aeronautics and Space Administration (NASA)/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,Government,Earth Observation,LEO,0,1332,1344,7.78E-04,66,112.4,553,6/20/2008,2008,5,Thales Alenia Space,France,Vandenberg AFB,Delta 2
